id,Type,Region,tags.power,tags.voltage,tags.name,tags.circuits,tags.frequency,tags.source,x1,y1,x2,y2,DC,status,notes
52,way,ID,line,150000,Rengat - Teluk Kuantan,3,50,ESDM 2020,101.836402299999,-0.480937899999986,101.6956383,-0.414821499999955,FALSE,Existing,
53,way,ID,line,150000,Rengat - Teluk Kuantan 2,3,50,ESDM 2020,101.6031986,-0.438735399999955,101.581730199999,-0.4745256,FALSE,Existing,
54,way,ID,line,150000,Bangkinang - Pasir Pangarayan,3,50,ESDM 2020,101.033090938573,0.328667046354638,100.336168395033,0.923564109267932,FALSE,Existing,
55,way,ID,line,150000,Bangkinang - Lipat Kain,3,50,ESDM 2020,101.033090938573,0.328667046354638,101.203469503439,0.0255393797232351,FALSE,Construction,
56,way,ID,line,150000,Kuala Tungkai - Sabak,3,50,ESDM 2020,103.388906099999,-0.984467099999986,103.769857599999,-1.25548450000002,FALSE,Construction,
57,way,ID,line,150000,Kuala Tungkai - Pelabuhan Dagang,3,50,ESDM 2020,103.388906099999,-0.984467099999986,103.09203048984,-1.15699290746866,FALSE,Construction,
58,way,ID,line,150000,Pulo Baai - Argamakmur,3,50,ESDM 2020,102.357049599999,-3.82771419999998,102.10237704327,-3.49156522828383,FALSE,Construction,
59,way,ID,line,150000,Argamakmur - Muko-Muko,3,50,ESDM 2020,102.10237704327,-3.49156522828383,101.340413032452,-2.68657703427129,FALSE,Construction,
60,way,ID,line,150000,Muko-Muko - Tapan,3,50,ESDM 2020,101.340413032452,-2.68657703427129,101.078651436241,-2.13057245719462,FALSE,Construction,
61,way,ID,line,150000,Tapan - Sungai Penuh,3,50,ESDM 2020,101.078651436241,-2.13057245719462,101.387841399999,-2.0464456,FALSE,Construction,
